item,year,gsdp,state
Water transport,2011-12,122650,Maharashtra
Water transport,2012-13,187220,Maharashtra
Water transport,2013-14,172703,Maharashtra
Water transport,2014-15,223626,Maharashtra
Air transport,2011-12,99047,Maharashtra
Air transport,2012-13,183101,Maharashtra
Air transport,2013-14,144304,Maharashtra
Air transport,2014-15,174188,Maharashtra
Services incidental to transport,2011-12,825433,Maharashtra
Services incidental to transport,2012-13,973656,Maharashtra
Services incidental to transport,2013-14,1040005,Maharashtra
Services incidental to transport,2014-15,1175023,Maharashtra
Storage,2011-12,92479,Maharashtra
Storage,2012-13,101918,Maharashtra
Storage,2013-14,116229,Maharashtra
Storage,2014-15,131237,Maharashtra
Communication & services related to broadcasting,2011-12,1589202,Maharashtra
Communication & services related to broadcasting,2012-13,1801230,Maharashtra
Communication & services related to broadcasting,2013-14,2146318,Maharashtra
Communication & services related to broadcasting,2014-15,2551115,Maharashtra
Financial services,2011-12,11783628,Maharashtra
Financial services,2012-13,12909085,Maharashtra
Financial services,2013-14,14993996,Maharashtra
Financial services,2014-15,16143324,Maharashtra
"Real estate, ownership of dwelling & professional services",2011-12,19086971,Maharashtra
"Real estate, ownership of dwelling & professional services",2012-13,22457025,Maharashtra
"Real estate, ownership of dwelling & professional services",2013-14,26166722,Maharashtra
"Real estate, ownership of dwelling & professional services",2014-15,30718051,Maharashtra
Public administration,2011-12,3906953,Maharashtra
Public administration,2012-13,4337362,Maharashtra
Public administration,2013-14,4763853,Maharashtra
Public administration,2014-15,5426991,Maharashtra
Other services,2011-12,6662495,Maharashtra
Other services,2012-13,7831781,Maharashtra
Other services,2013-14,9199390,Maharashtra
Other services,2014-15,10806363,Maharashtra
"Agriculture, forestry and fishing",2011-12,251623,Manipur
"Agriculture, forestry and fishing",2012-13,297165,Manipur
"Agriculture, forestry and fishing",2013-14,349942,Manipur
"Agriculture, forestry and fishing",2014-15,383140,Manipur
Crops,2011-12,137772,Manipur
Crops,2012-13,168583,Manipur
Crops,2013-14,205623,Manipur
Crops,2014-15,226583,Manipur
Livestock,2011-12,52587,Manipur
Livestock,2012-13,58268,Manipur
Livestock,2013-14,67294,Manipur
Livestock,2014-15,75483,Manipur
Forestry and logging,2011-12,42183,Manipur
Forestry and logging,2012-13,43885,Manipur
Forestry and logging,2013-14,43188,Manipur
Forestry and logging,2014-15,45831,Manipur
Fishing and aquaculture,2011-12,19081,Manipur
Fishing and aquaculture,2012-13,26429,Manipur
Fishing and aquaculture,2013-14,33836,Manipur
Fishing and aquaculture,2014-15,35243,Manipur
Mining and quarrying,2011-12,NA,Manipur
Mining and quarrying,2012-13,NA,Manipur
Mining and quarrying,2013-14,NA,Manipur
Mining and quarrying,2014-15,NA,Manipur
Manufacturing,2011-12,40990,Manipur
Manufacturing,2012-13,30594,Manipur
Manufacturing,2013-14,46011,Manipur
Manufacturing,2014-15,49501,Manipur
"Electricity, gas, water supply & other utility services",2011-12,54276,Manipur
"Electricity, gas, water supply & other utility services",2012-13,55506,Manipur
"Electricity, gas, water supply & other utility services",2013-14,48391,Manipur
"Electricity, gas, water supply & other utility services",2014-15,27490,Manipur
Construction,2011-12,100712,Manipur
Construction,2012-13,106164,Manipur
Construction,2013-14,120023,Manipur
Construction,2014-15,143182,Manipur
"Trade, repair, hotels and restaurants",2011-12,156450,Manipur
"Trade, repair, hotels and restaurants",2012-13,140653,Manipur
"Trade, repair, hotels and restaurants",2013-14,217288,Manipur
"Trade, repair, hotels and restaurants",2014-15,262950,Manipur
Trade & repair services,2011-12,149457,Manipur
Trade & repair services,2012-13,132930,Manipur
Trade & repair services,2013-14,208884,Manipur
Trade & repair services,2014-15,253637,Manipur
Hotels & restaurants,2011-12,6993,Manipur
Hotels & restaurants,2012-13,7723,Manipur
Hotels & restaurants,2013-14,8404,Manipur
Hotels & restaurants,2014-15,9313,Manipur
"Transport, storage, communication & services related to broadcasting",2011-12,70408,Manipur
"Transport, storage, communication & services related to broadcasting",2012-13,87255,Manipur
"Transport, storage, communication & services related to broadcasting",2013-14,98126,Manipur
"Transport, storage, communication & services related to broadcasting",2014-15,109726,Manipur
Railways,2011-12,2,Manipur
Railways,2012-13,3,Manipur
Railways,2013-14,5,Manipur
Railways,2014-15,6,Manipur
Road transport,2011-12,43561,Manipur
Road transport,2012-13,53400,Manipur
Road transport,2013-14,56436,Manipur
Road transport,2014-15,58974,Manipur
Water transport,2011-12,NA,Manipur
Water transport,2012-13,NA,Manipur
Water transport,2013-14,NA,Manipur
Water transport,2014-15,NA,Manipur
Air transport,2011-12,1999,Manipur
Air transport,2012-13,3502,Manipur
Air transport,2013-14,2499,Manipur
Air transport,2014-15,6288,Manipur
Services incidental to transport,2011-12,1816,Manipur
Services incidental to transport,2012-13,2226,Manipur
Services incidental to transport,2013-14,2330,Manipur
Services incidental to transport,2014-15,2441,Manipur
Storage,2011-12,0,Manipur
Storage,2012-13,NA,Manipur
Storage,2013-14,NA,Manipur
Storage,2014-15,NA,Manipur
Communication & services related to broadcasting,2011-12,23030,Manipur
Communication & services related to broadcasting,2012-13,28124,Manipur
Communication & services related to broadcasting,2013-14,36856,Manipur
Communication & services related to broadcasting,2014-15,42017,Manipur
Financial services,2011-12,23400,Manipur
Financial services,2012-13,25705,Manipur
Financial services,2013-14,28663,Manipur
Financial services,2014-15,30315,Manipur
"Real estate, ownership of dwelling & professional services",2011-12,134847,Manipur
"Real estate, ownership of dwelling & professional services",2012-13,144304,Manipur
"Real estate, ownership of dwelling & professional services",2013-14,152279,Manipur
"Real estate, ownership of dwelling & professional services",2014-15,159335,Manipur
Public administration,2011-12,231790,Manipur
Public administration,2012-13,243900,Manipur
Public administration,2013-14,252574,Manipur
Public administration,2014-15,297078,Manipur
Other services,2011-12,208417,Manipur
Other services,2012-13,241678,Manipur
Other services,2013-14,272290,Manipur
Other services,2014-15,317930,Manipur
"Agriculture, forestry and fishing",2011-12,282868,Meghalaya
"Agriculture, forestry and fishing",2012-13,322670,Meghalaya
"Agriculture, forestry and fishing",2013-14,344514,Meghalaya
"Agriculture, forestry and fishing",2014-15,366521,Meghalaya
"Agriculture, forestry and fishing",2015-16,401331,Meghalaya
"Agriculture, forestry and fishing",2016-17,433602,Meghalaya
Crops,2011-12,163103,Meghalaya
Crops,2012-13,198591,Meghalaya
Crops,2013-14,208494,Meghalaya
Crops,2014-15,223330,Meghalaya
Crops,2015-16,245122,Meghalaya
Crops,2016-17,267849,Meghalaya
Livestock,2011-12,59593,Meghalaya
Livestock,2012-13,60863,Meghalaya
Livestock,2013-14,69345,Meghalaya
Livestock,2014-15,72442,Meghalaya
Livestock,2015-16,75531,Meghalaya
Livestock,2016-17,78611,Meghalaya
Forestry and logging,2011-12,56090,Meghalaya
Forestry and logging,2012-13,55730,Meghalaya
Forestry and logging,2013-14,58137,Meghalaya
Forestry and logging,2014-15,61166,Meghalaya
Forestry and logging,2015-16,62680,Meghalaya
Forestry and logging,2016-17,64881,Meghalaya
Fishing and aquaculture,2011-12,4082,Meghalaya
Fishing and aquaculture,2012-13,7486,Meghalaya
Fishing and aquaculture,2013-14,8538,Meghalaya
Fishing and aquaculture,2014-15,9583,Meghalaya
Fishing and aquaculture,2015-16,17998,Meghalaya
Fishing and aquaculture,2016-17,22261,Meghalaya
Mining and quarrying,2011-12,139436,Meghalaya
Mining and quarrying,2012-13,122745,Meghalaya
Mining and quarrying,2013-14,188716,Meghalaya
Mining and quarrying,2014-15,84529,Meghalaya
Mining and quarrying,2015-16,86582,Meghalaya
Mining and quarrying,2016-17,90932,Meghalaya
Manufacturing,2011-12,464603,Meghalaya
Manufacturing,2012-13,493214,Meghalaya
Manufacturing,2013-14,399384,Meghalaya
Manufacturing,2014-15,433213,Meghalaya
Manufacturing,2015-16,484399,Meghalaya
Manufacturing,2016-17,532284,Meghalaya
"Electricity, gas, water supply & other utility services",2011-12,45558,Meghalaya
"Electricity, gas, water supply & other utility services",2012-13,70063,Meghalaya
"Electricity, gas, water supply & other utility services",2013-14,42870,Meghalaya
"Electricity, gas, water supply & other utility services",2014-15,54473,Meghalaya
"Electricity, gas, water supply & other utility services",2015-16,57931,Meghalaya
"Electricity, gas, water supply & other utility services",2016-17,59784,Meghalaya
Construction,2011-12,113619,Meghalaya
Construction,2012-13,103723,Meghalaya
Construction,2013-14,117094,Meghalaya
Construction,2014-15,150256,Meghalaya
Construction,2015-16,162705,Meghalaya
Construction,2016-17,179073,Meghalaya
"Trade, repair, hotels and restaurants",2011-12,258058,Meghalaya
"Trade, repair, hotels and restaurants",2012-13,321598,Meghalaya
"Trade, repair, hotels and restaurants",2013-14,374564,Meghalaya
"Trade, repair, hotels and restaurants",2014-15,383974,Meghalaya
"Trade, repair, hotels and restaurants",2015-16,409337,Meghalaya
"Trade, repair, hotels and restaurants",2016-17,452787,Meghalaya
Trade & repair services,2011-12,239040,Meghalaya
Trade & repair services,2012-13,300758,Meghalaya
Trade & repair services,2013-14,351794,Meghalaya
Trade & repair services,2014-15,357727,Meghalaya
Trade & repair services,2015-16,378937,Meghalaya
Trade & repair services,2016-17,417559,Meghalaya
Hotels & restaurants,2011-12,19018,Meghalaya
Hotels & restaurants,2012-13,20840,Meghalaya
Hotels & restaurants,2013-14,22770,Meghalaya
Hotels & restaurants,2014-15,26247,Meghalaya
Hotels & restaurants,2015-16,30400,Meghalaya
Hotels & restaurants,2016-17,35228,Meghalaya
"Transport, storage, communication & services related to broadcasting",2011-12,95615,Meghalaya
"Transport, storage, communication & services related to broadcasting",2012-13,114541,Meghalaya
"Transport, storage, communication & services related to broadcasting",2013-14,129657,Meghalaya
"Transport, storage, communication & services related to broadcasting",2014-15,148189,Meghalaya
"Transport, storage, communication & services related to broadcasting",2015-16,173458,Meghalaya
"Transport, storage, communication & services related to broadcasting",2016-17,210783,Meghalaya
Railways,2011-12,0,Meghalaya
Railways,2012-13,0,Meghalaya
Railways,2013-14,0,Meghalaya
Railways,2014-15,0,Meghalaya
Railways,2015-16,0,Meghalaya
Railways,2016-17,0,Meghalaya
Road transport,2011-12,70235,Meghalaya
Road transport,2012-13,82990,Meghalaya
Road transport,2013-14,90559,Meghalaya
Road transport,2014-15,105783,Meghalaya
Road transport,2015-16,125359,Meghalaya
Road transport,2016-17,153641,Meghalaya
Water transport,2011-12,NA,Meghalaya
Water transport,2012-13,NA,Meghalaya
Water transport,2013-14,NA,Meghalaya
Water transport,2014-15,NA,Meghalaya
Water transport,2015-16,NA,Meghalaya
Water transport,2016-17,NA,Meghalaya
Air transport,2011-12,325,Meghalaya
Air transport,2012-13,605,Meghalaya
Air transport,2013-14,525,Meghalaya
Air transport,2014-15,1443,Meghalaya
Air transport,2015-16,1717,Meghalaya
Air transport,2016-17,2112,Meghalaya
Services incidental to transport,2011-12,NA,Meghalaya
Services incidental to transport,2012-13,NA,Meghalaya
Services incidental to transport,2013-14,NA,Meghalaya
Services incidental to transport,2014-15,NA,Meghalaya
Services incidental to transport,2015-16,NA,Meghalaya
Services incidental to transport,2016-17,NA,Meghalaya
Storage,2011-12,288,Meghalaya
Storage,2012-13,320,Meghalaya
Storage,2013-14,364,Meghalaya
Storage,2014-15,416,Meghalaya
Storage,2015-16,474,Meghalaya
Storage,2016-17,539,Meghalaya
Communication & services related to broadcasting,2011-12,24767,Meghalaya
Communication & services related to broadcasting,2012-13,30625,Meghalaya
Communication & services related to broadcasting,2013-14,38209,Meghalaya
Communication & services related to broadcasting,2014-15,40547,Meghalaya
Communication & services related to broadcasting,2015-16,45908,Meghalaya
Communication & services related to broadcasting,2016-17,54491,Meghalaya
Financial services,2011-12,55825,Meghalaya
Financial services,2012-13,56562,Meghalaya
Financial services,2013-14,60604,Meghalaya
Financial services,2014-15,64091,Meghalaya
Financial services,2015-16,69815,Meghalaya
Financial services,2016-17,74891,Meghalaya
"Real estate, ownership of dwelling & professional services",2011-12,115443,Meghalaya
"Real estate, ownership of dwelling & professional services",2012-13,127014,Meghalaya
"Real estate, ownership of dwelling & professional services",2013-14,137835,Meghalaya
"Real estate, ownership of dwelling & professional services",2014-15,150409,Meghalaya
"Real estate, ownership of dwelling & professional services",2015-16,161674,Meghalaya
"Real estate, ownership of dwelling & professional services",2016-17,175724,Meghalaya
Public administration,2011-12,177913,Meghalaya
Public administration,2012-13,183125,Meghalaya
Public administration,2013-14,208108,Meghalaya
Public administration,2014-15,239782,Meghalaya
Public administration,2015-16,248077,Meghalaya
Public administration,2016-17,264438,Meghalaya
Other services,2011-12,143244,Meghalaya
Other services,2012-13,158612,Meghalaya
Other services,2013-14,181083,Meghalaya
Other services,2014-15,214211,Meghalaya
Other services,2015-16,246233,Meghalaya
Other services,2016-17,286068,Meghalaya
"Agriculture, forestry and fishing",2011-12,149468,Mizoram
"Agriculture, forestry and fishing",2012-13,161353,Mizoram
"Agriculture, forestry and fishing",2013-14,189886,Mizoram
"Agriculture, forestry and fishing",2014-15,217010,Mizoram
Crops,2011-12,75876,Mizoram
Crops,2012-13,83792,Mizoram
Crops,2013-14,101131,Mizoram
Crops,2014-15,116609,Mizoram
Livestock,2011-12,30336,Mizoram
Livestock,2012-13,30843,Mizoram
Livestock,2013-14,36832,Mizoram
Livestock,2014-15,45590,Mizoram
Forestry and logging,2011-12,38403,Mizoram
Forestry and logging,2012-13,40972,Mizoram
Forestry and logging,2013-14,45742,Mizoram
Forestry and logging,2014-15,47763,Mizoram
Fishing and aquaculture,2011-12,4853,Mizoram
Fishing and aquaculture,2012-13,5746,Mizoram
Fishing and aquaculture,2013-14,6181,Mizoram
Fishing and aquaculture,2014-15,7048,Mizoram
Mining and quarrying,2011-12,5073,Mizoram
Mining and quarrying,2012-13,4009,Mizoram
Mining and quarrying,2013-14,12491,Mizoram
Mining and quarrying,2014-15,8588,Mizoram
Manufacturing,2011-12,6578,Mizoram
Manufacturing,2012-13,7358,Mizoram
Manufacturing,2013-14,8329,Mizoram
Manufacturing,2014-15,8479,Mizoram
"Electricity, gas, water supply & other utility services",2011-12,51024,Mizoram
"Electricity, gas, water supply & other utility services",2012-13,61109,Mizoram
"Electricity, gas, water supply & other utility services",2013-14,101365,Mizoram
"Electricity, gas, water supply & other utility services",2014-15,128365,Mizoram
Construction,2011-12,89328,Mizoram
Construction,2012-13,88507,Mizoram
Construction,2013-14,113326,Mizoram
Construction,2014-15,133228,Mizoram
"Trade, repair, hotels and restaurants",2011-12,76482,Mizoram
"Trade, repair, hotels and restaurants",2012-13,96173,Mizoram
"Trade, repair, hotels and restaurants",2013-14,103080,Mizoram
"Trade, repair, hotels and restaurants",2014-15,114315,Mizoram
Trade & repair services,2011-12,74230,Mizoram
Trade & repair services,2012-13,93698,Mizoram
Trade & repair services,2013-14,100399,Mizoram
Trade & repair services,2014-15,111324,Mizoram
Hotels & restaurants,2011-12,2252,Mizoram
Hotels & restaurants,2012-13,2475,Mizoram
Hotels & restaurants,2013-14,2681,Mizoram
Hotels & restaurants,2014-15,2991,Mizoram
"Transport, storage, communication & services related to broadcasting",2011-12,31917,Mizoram
"Transport, storage, communication & services related to broadcasting",2012-13,38990,Mizoram
"Transport, storage, communication & services related to broadcasting",2013-14,46410,Mizoram
"Transport, storage, communication & services related to broadcasting",2014-15,52587,Mizoram
Railways,2011-12,30,Mizoram
Railways,2012-13,35,Mizoram
Railways,2013-14,33,Mizoram
Railways,2014-15,32,Mizoram
Road transport,2011-12,21376,Mizoram
Road transport,2012-13,25853,Mizoram
Road transport,2013-14,30356,Mizoram
Road transport,2014-15,34684,Mizoram
Water transport,2011-12,613,Mizoram
Water transport,2012-13,836,Mizoram
Water transport,2013-14,580,Mizoram
Water transport,2014-15,331,Mizoram
Air transport,2011-12,103,Mizoram
Air transport,2012-13,191,Mizoram
Air transport,2013-14,166,Mizoram
Air transport,2014-15,144,Mizoram
Services incidental to transport,2011-12,0,Mizoram
Services incidental to transport,2012-13,0,Mizoram
Services incidental to transport,2013-14,0,Mizoram
Services incidental to transport,2014-15,0,Mizoram
Storage,2011-12,0,Mizoram
Storage,2012-13,0,Mizoram
Storage,2013-14,0,Mizoram
Storage,2014-15,0,Mizoram
Communication & services related to broadcasting,2011-12,9795,Mizoram
Communication & services related to broadcasting,2012-13,12075,Mizoram
Communication & services related to broadcasting,2013-14,15275,Mizoram
Communication & services related to broadcasting,2014-15,17395,Mizoram
Financial services,2011-12,20053,Mizoram
Financial services,2012-13,19581,Mizoram
Financial services,2013-14,21502,Mizoram
Financial services,2014-15,23168,Mizoram
"Real estate, ownership of dwelling & professional services",2011-12,41471,Mizoram
"Real estate, ownership of dwelling & professional services",2012-13,46544,Mizoram
"Real estate, ownership of dwelling & professional services",2013-14,51036,Mizoram
"Real estate, ownership of dwelling & professional services",2014-15,55068,Mizoram
Public administration,2011-12,139286,Mizoram
Public administration,2012-13,170816,Mizoram
Public administration,2013-14,189585,Mizoram
Public administration,2014-15,206259,Mizoram
Other services,2011-12,132328,Mizoram
Other services,2012-13,156875,Mizoram
Other services,2013-14,176398,Mizoram
Other services,2014-15,186222,Mizoram
"Agriculture, forestry and fishing",2011-12,373363,Nagaland
"Agriculture, forestry and fishing",2012-13,450256,Nagaland
"Agriculture, forestry and fishing",2013-14,556609,Nagaland
"Agriculture, forestry and fishing",2014-15,607897,Nagaland
Crops,2011-12,204304,Nagaland
Crops,2012-13,257414,Nagaland
Crops,2013-14,340577,Nagaland
Crops,2014-15,375825,Nagaland
Livestock,2011-12,83147,Nagaland
Livestock,2012-13,102361,Nagaland
Livestock,2013-14,115312,Nagaland
Livestock,2014-15,123800,Nagaland
Forestry and logging,2011-12,79569,Nagaland
Forestry and logging,2012-13,83502,Nagaland
Forestry and logging,2013-14,93029,Nagaland
Forestry and logging,2014-15,99802,Nagaland
Fishing and aquaculture,2011-12,6344,Nagaland
Fishing and aquaculture,2012-13,6978,Nagaland
Fishing and aquaculture,2013-14,7690,Nagaland
Fishing and aquaculture,2014-15,8470,Nagaland
Mining and quarrying,2011-12,5660,Nagaland
Mining and quarrying,2012-13,6621,Nagaland
Mining and quarrying,2013-14,8005,Nagaland
Mining and quarrying,2014-15,8280,Nagaland
Manufacturing,2011-12,15122,Nagaland
Manufacturing,2012-13,19400,Nagaland
Manufacturing,2013-14,16831,Nagaland
Manufacturing,2014-15,18346,Nagaland
"Electricity, gas, water supply & other utility services",2011-12,29524,Nagaland
"Electricity, gas, water supply & other utility services",2012-13,33796,Nagaland
"Electricity, gas, water supply & other utility services",2013-14,34633,Nagaland
"Electricity, gas, water supply & other utility services",2014-15,37944,Nagaland
Construction,2011-12,105135,Nagaland
Construction,2012-13,113744,Nagaland
Construction,2013-14,117862,Nagaland
Construction,2014-15,156072,Nagaland
"Trade, repair, hotels and restaurants",2011-12,105152,Nagaland
"Trade, repair, hotels and restaurants",2012-13,124506,Nagaland
"Trade, repair, hotels and restaurants",2013-14,129374,Nagaland
"Trade, repair, hotels and restaurants",2014-15,140781,Nagaland
Trade & repair services,2011-12,100064,Nagaland
Trade & repair services,2012-13,118795,Nagaland
Trade & repair services,2013-14,123498,Nagaland
Trade & repair services,2014-15,134174,Nagaland
Hotels & restaurants,2011-12,5088,Nagaland
Hotels & restaurants,2012-13,5711,Nagaland
Hotels & restaurants,2013-14,5876,Nagaland
Hotels & restaurants,2014-15,6607,Nagaland
"Transport, storage, communication & services related to broadcasting",2011-12,57815,Nagaland
"Transport, storage, communication & services related to broadcasting",2012-13,63547,Nagaland
"Transport, storage, communication & services related to broadcasting",2013-14,71190,Nagaland
"Transport, storage, communication & services related to broadcasting",2014-15,77521,Nagaland
Railways,2011-12,376,Nagaland
Railways,2012-13,449,Nagaland
Railways,2013-14,285,Nagaland
Railways,2014-15,336,Nagaland
Road transport,2011-12,32072,Nagaland
Road transport,2012-13,36447,Nagaland
Road transport,2013-14,34417,Nagaland
Road transport,2014-15,34548,Nagaland
Water transport,2011-12,1319,Nagaland
Water transport,2012-13,690,Nagaland
Water transport,2013-14,466,Nagaland
Water transport,2014-15,600,Nagaland
Air transport,2011-12,937,Nagaland
Air transport,2012-13,1744,Nagaland
Air transport,2013-14,1515,Nagaland
Air transport,2014-15,4153,Nagaland
Services incidental to transport,2011-12,0,Nagaland
Services incidental to transport,2012-13,0,Nagaland
Services incidental to transport,2013-14,0,Nagaland
Services incidental to transport,2014-15,0,Nagaland
Storage,2011-12,63,Nagaland
Storage,2012-13,97,Nagaland
Storage,2013-14,80,Nagaland
Storage,2014-15,89,Nagaland
Communication & services related to broadcasting,2011-12,23049,Nagaland
Communication & services related to broadcasting,2012-13,24120,Nagaland
Communication & services related to broadcasting,2013-14,34427,Nagaland
Communication & services related to broadcasting,2014-15,37794,Nagaland
Financial services,2011-12,47701,Nagaland
Financial services,2012-13,53134,Nagaland
Financial services,2013-14,57079,Nagaland
Financial services,2014-15,60393,Nagaland
"Real estate, ownership of dwelling & professional services",2011-12,129296,Nagaland
"Real estate, ownership of dwelling & professional services",2012-13,139146,Nagaland
"Real estate, ownership of dwelling & professional services",2013-14,147986,Nagaland
"Real estate, ownership of dwelling & professional services",2014-15,159651,Nagaland
Public administration,2011-12,182188,Nagaland
Public administration,2012-13,195575,Nagaland
Public administration,2013-14,264724,Nagaland
Public administration,2014-15,295424,Nagaland
Other services,2011-12,155696,Nagaland
Other services,2012-13,196428,Nagaland
Other services,2013-14,237768,Nagaland
Other services,2014-15,259186,Nagaland
"Agriculture, forestry and fishing",2011-12,3899782,Odisha
"Agriculture, forestry and fishing",2012-13,5319539,Odisha
"Agriculture, forestry and fishing",2013-14,5545889,Odisha
"Agriculture, forestry and fishing",2014-15,6422978,Odisha
"Agriculture, forestry and fishing",2015-16,5923233,Odisha
"Agriculture, forestry and fishing",2016-17,6944503,Odisha
Crops,2011-12,2508626,Odisha
Crops,2012-13,3688187,Odisha
Crops,2013-14,3713058,Odisha
Crops,2014-15,4382636,Odisha
Crops,2015-16,3634239,Odisha
Crops,2016-17,4435505,Odisha
Livestock,2011-12,538480,Odisha
Livestock,2012-13,649537,Odisha
Livestock,2013-14,735973,Odisha
Livestock,2014-15,788243,Odisha
Livestock,2015-16,862852,Odisha
Livestock,2016-17,982547,Odisha
Forestry and logging,2011-12,584641,Odisha
Forestry and logging,2012-13,635319,Odisha
Forestry and logging,2013-14,730574,Odisha
Forestry and logging,2014-15,791463,Odisha
Forestry and logging,2015-16,852212,Odisha
Forestry and logging,2016-17,871261,Odisha
Fishing and aquaculture,2011-12,268035,Odisha
Fishing and aquaculture,2012-13,346496,Odisha
Fishing and aquaculture,2013-14,366283,Odisha
Fishing and aquaculture,2014-15,460636,Odisha
Fishing and aquaculture,2015-16,573930,Odisha
Fishing and aquaculture,2016-17,655191,Odisha
Mining and quarrying,2011-12,2648738,Odisha
Mining and quarrying,2012-13,2663875,Odisha
Mining and quarrying,2013-14,2861660,Odisha
Mining and quarrying,2014-15,2586328,Odisha
Mining and quarrying,2015-16,2536315,Odisha
Mining and quarrying,2016-17,2565292,Odisha
Manufacturing,2011-12,4116404,Odisha
Manufacturing,2012-13,4212453,Odisha
Manufacturing,2013-14,5168498,Odisha
Manufacturing,2014-15,5754229,Odisha
Manufacturing,2015-16,6084214,Odisha
Manufacturing,2016-17,6369453,Odisha
"Electricity, gas, water supply & other utility services",2011-12,498975,Odisha
"Electricity, gas, water supply & other utility services",2012-13,621278,Odisha
"Electricity, gas, water supply & other utility services",2013-14,703664,Odisha
"Electricity, gas, water supply & other utility services",2014-15,833067,Odisha
"Electricity, gas, water supply & other utility services",2015-16,954884,Odisha
"Electricity, gas, water supply & other utility services",2016-17,1028710,Odisha
Construction,2011-12,2059629,Odisha
Construction,2012-13,2074154,Odisha
Construction,2013-14,2314664,Odisha
Construction,2014-15,2402396,Odisha
Construction,2015-16,2595864,Odisha
Construction,2016-17,2783835,Odisha
"Trade, repair, hotels and restaurants",2011-12,2035854,Odisha
"Trade, repair, hotels and restaurants",2012-13,2436044,Odisha
"Trade, repair, hotels and restaurants",2013-14,2769620,Odisha
"Trade, repair, hotels and restaurants",2014-15,3149555,Odisha
"Trade, repair, hotels and restaurants",2015-16,3472581,Odisha
"Trade, repair, hotels and restaurants",2016-17,3831417,Odisha
Trade & repair services,2011-12,1838866,Odisha
Trade & repair services,2012-13,2218946,Odisha
Trade & repair services,2013-14,2533465,Odisha
Trade & repair services,2014-15,2886789,Odisha
Trade & repair services,2015-16,3186965,Odisha
Trade & repair services,2016-17,3518412,Odisha
Hotels & restaurants,2011-12,196989,Odisha
Hotels & restaurants,2012-13,217098,Odisha
Hotels & restaurants,2013-14,236155,Odisha
Hotels & restaurants,2014-15,262766,Odisha
Hotels & restaurants,2015-16,285617,Odisha
Hotels & restaurants,2016-17,313005,Odisha
"Transport, storage, communication & services related to broadcasting",2011-12,1347538,Odisha
"Transport, storage, communication & services related to broadcasting",2012-13,1560857,Odisha
"Transport, storage, communication & services related to broadcasting",2013-14,1771254,Odisha
"Transport, storage, communication & services related to broadcasting",2014-15,2034016,Odisha
"Transport, storage, communication & services related to broadcasting",2015-16,2288366,Odisha
"Transport, storage, communication & services related to broadcasting",2016-17,2560875,Odisha
Railways,2011-12,179466,Odisha
Railways,2012-13,233719,Odisha
Railways,2013-14,266785,Odisha
Railways,2014-15,341494,Odisha
Railways,2015-16,392608,Odisha
Railways,2016-17,443594,Odisha
Road transport,2011-12,693450,Odisha
Road transport,2012-13,802859,Odisha
Road transport,2013-14,892415,Odisha
Road transport,2014-15,973144,Odisha
Road transport,2015-16,1104364,Odisha
Road transport,2016-17,1235376,Odisha
Water transport,2011-12,41962,Odisha
Water transport,2012-13,42597,Odisha
Water transport,2013-14,42862,Odisha
Water transport,2014-15,50349,Odisha
Water transport,2015-16,50873,Odisha
Water transport,2016-17,53726,Odisha
Air transport,2011-12,3421,Odisha
Air transport,2012-13,7232,Odisha
Air transport,2013-14,5311,Odisha
Air transport,2014-15,15354,Odisha
Air transport,2015-16,16298,Odisha
Air transport,2016-17,19684,Odisha
Services incidental to transport,2011-12,80536,Odisha
Services incidental to transport,2012-13,87715,Odisha
Services incidental to transport,2013-14,98780,Odisha
Services incidental to transport,2014-15,117469,Odisha
Services incidental to transport,2015-16,121943,Odisha
Services incidental to transport,2016-17,134360,Odisha
Storage,2011-12,13967,Odisha
Storage,2012-13,15384,Odisha
Storage,2013-14,18233,Odisha
Storage,2014-15,22675,Odisha
Storage,2015-16,23106,Odisha
Storage,2016-17,26398,Odisha
Communication & services related to broadcasting,2011-12,334737,Odisha
Communication & services related to broadcasting,2012-13,371354,Odisha
Communication & services related to broadcasting,2013-14,446868,Odisha
Communication & services related to broadcasting,2014-15,513531,Odisha
Communication & services related to broadcasting,2015-16,579174,Odisha
Communication & services related to broadcasting,2016-17,647737,Odisha
Financial services,2011-12,796303,Odisha
Financial services,2012-13,910354,Odisha
Financial services,2013-14,962328,Odisha
Financial services,2014-15,1065147,Odisha
Financial services,2015-16,1192545,Odisha
Financial services,2016-17,1269519,Odisha
"Real estate, ownership of dwelling & professional services",2011-12,1707147,Odisha
"Real estate, ownership of dwelling & professional services",2012-13,1901721,Odisha
"Real estate, ownership of dwelling & professional services",2013-14,2146627,Odisha
"Real estate, ownership of dwelling & professional services",2014-15,2348714,Odisha
"Real estate, ownership of dwelling & professional services",2015-16,2558724,Odisha
"Real estate, ownership of dwelling & professional services",2016-17,2830137,Odisha
Public administration,2011-12,863077,Odisha
Public administration,2012-13,980808,Odisha
Public administration,2013-14,1390657,Odisha
Public administration,2014-15,1318221,Odisha
Public administration,2015-16,1333157,Odisha
Public administration,2016-17,1489687,Odisha
Other services,2011-12,1738239,Odisha
Other services,2012-13,1892760,Odisha
Other services,2013-14,1932774,Odisha
Other services,2014-15,2340603,Odisha
Other services,2015-16,2771634,Odisha
Other services,2016-17,3197566,Odisha
"Agriculture, forestry and fishing",2011-12,7816825,Punjab
